step,customer,age,gender,merchant,category,amount,fraud,log_amount,cust_tx_count_1d,cust_tx_count_7d,cust_median_amt_7d,amount_over_cust_median_7d,cust_unique_merchants_30d,first_time_pair,time_since_last_pair_tx,mch_tx_count_1d,mch_unique_customers_7d
30,'C2117552812','1','F','M1823072687','es_transportation',20.15,0,3.051639905492287,24,30,33.795,0.5962418712111639,5,0,1.0,24,166
30,'C1529464275','1','M','M1823072687','es_transportation',30.0,0,3.433987204485146,24,28,25.01,1.199519712307192,6,0,1.0,24,166
30,'C616472041','2','M','M1823072687','es_transportation',31.84,0,3.491647284584228,24,32,30.605,1.040352543586818,6,0,1.0,24,166
30,'C800967034','3','F','M348934600','es_transportation',1.5,0,0.9162907318741551,24,28,26.85,0.05586590098104247,4,0,1.0,24,167
30,'C509546455','2','M','M1053599405','es_health',3.71,0,1.549687908028326,14,14,34.315,0.1081159527565342,6,1,,24,158
30,'C1549232957','3','M','M1823072687','es_transportation',2.23,0,1.172482137234565,24,28,24.815,0.0898649647934859,5,0,2.0,24,166
30,'C1700873233','3','F','M348934600','es_transportation',27.2,0,3.339321977944068,24,29,26.88,1.011904385452238,3,0,1.0,24,167
30,'C1738944491','2','M','M348934600','es_transportation',22.46,0,3.155296843225329,24,26,24.2,0.9280987900418223,4,0,3.0,24,167
30,'C1965708710','1','M','M348934600','es_transportation',26.49,0,3.313822302177154,24,29,34.12,0.7763772636643423,6,0,1.0,24,167
30,'C1538635916','2','F','M1823072687','es_transportation',35.37,0,3.593744258998897,24,31,23.31,1.517373866420478,7,0,1.0,24,166
30,'C1806963277','3','M','M348934600','es_transportation',13.26,0,2.65745841498615,22,22,16.95,0.782300423421579,6,0,2.0,24,167
30,'C1083859927','1','F','M348934600','es_transportation',37.11,0,3.640476714885769,24,25,25.53,1.453583449438523,3,0,1.0,24,167
30,'C194859196','2','F','M1823072687','es_transportation',7.01,0,2.080690761080268,24,28,30.295,0.2313912423201049,5,0,1.0,24,166
30,'C545840720','2','F','M1823072687','es_transportation',63.17,0,4.161535811762424,24,25,29.36,2.151566024670973,3,0,1.0,24,166
30,'C2044183803','3','M','M348934600','es_transportation',21.36,0,3.107273648286899,24,28,21.69,0.9847851614637338,3,0,1.0,24,167
30,'C1574217480','1','F','M348934600','es_transportation',58.25,0,4.081765780015241,24,30,30.945,1.88237134193849,6,0,20.0,24,167
30,'C2104185147','2','F','M1823072687','es_transportation',26.03,0,3.296947360288356,24,29,23.11,1.126351741085357,6,0,2.0,24,166
30,'C1435256152','3','F','M1823072687','es_transportation',23.45,0,3.196630215920881,24,32,30.94,0.757918307072299,7,0,1.0,24,165
30,'C1798103026','4','F','M348934600','es_transportation',4.25,0,1.658228076603532,24,28,28.245,0.1504690563041047,2,0,1.0,24,167
30,'C1703648667','2','F','M348934600','es_transportation',20.32,0,3.059645599297644,24,30,33.16,0.6127863049498478,3,0,1.0,24,167
30,'C1818021493','2','F','M348934600','es_transportation',13.29,0,2.659559991941776,24,31,31.36,0.4237881301696013,4,0,1.0,24,167
30,'C1537824739','4','M','M348934600','es_transportation',24.9,0,3.254242968705492,24,27,16.43,1.515519467121444,1,0,1.0,24,167
30,'C1849046345','4','F','M857378720','es_hotelservices',521.58,1,6.258778082166666,24,41,335.37,1.555237452508052,16,1,,24,23
30,'C1849046345','4','F','M857378720','es_hotelservices',254.58,1,5.543535472180557,24,42,334.835,0.7603147592003596,16,0,0.0,24,23
30,'C76969430','2','M','M1823072687','es_transportation',31.63,0,3.485232110605229,24,29,31.79,0.994966657764499,5,0,1.0,24,165
30,'C1820855004','2','F','M348934600','es_transportation',24.01,0,3.219275744889528,24,30,25.66,0.9356972191359241,5,0,3.0,24,167
30,'C1820855004','2','F','M1823072687','es_transportation',14.27,0,2.725890119230541,24,31,24.01,0.594335445924429,6,1,,24,165
30,'C602096181','1','F','M1823072687','es_transportation',10.74,0,2.46300181439995,24,31,24.42,0.4398032597038248,3,0,1.0,24,164
30,'C1258454385','5','M','M1823072687','es_transportation',46.97,0,3.870575815513972,24,26,28.66,1.63886893270449,4,0,2.0,24,164
30,'C1610467120','2','M','M348934600','es_transportation',40.69,0,3.730261291892706,24,26,21.39,1.902289900752735,2,0,1.0,24,167
30,'C1869142879','5','F','M348934600','es_transportation',47.46,0,3.88073871538838,24,29,18.52,2.562633605489414,3,0,1.0,24,166
30,'C935791733','3','U','M1823072687','es_transportation',51.34,0,3.957760897102,24,31,35.65,1.440111798005106,4,0,2.0,24,164
30,'C1927223566','6','M','M348934600','es_transportation',54.55,0,4.017283516085639,24,27,31.16,1.750641286700485,4,0,2.0,24,166
30,'C1700159150','4','F','M1823072687','es_transportation',44.99,0,3.828423981551833,24,31,31.72,1.418347598251072,4,0,1.0,24,164
30,'C1107442215','2','F','M348934600','es_transportation',41.86,0,3.757938990045431,24,26,25.85,1.619341733330084,4,0,1.0,24,166
30,'C1196915447','2','M','M1823072687','es_transportation',28.26,0,3.376221395591978,24,29,28.26,0.9999996461430835,5,0,2.0,24,164
30,'C1687101094','2','F','M348934600','es_transportation',30.07,0,3.436242723404956,20,20,29.07,1.034399368971665,4,0,13.0,24,166
30,'C891364505','3','F','M1823072687','es_transportation',14.4,0,2.734367509419584,24,29,30.03,0.4795203198400533,4,0,1.0,24,164
30,'C487243829','3','M','M348934600','es_transportation',34.54,0,3.570658822726505,24,31,25.89,1.334105317070175,2,0,1.0,24,165
30,'C1574217480','1','F','M1823072687','es_transportation',30.79,0,3.459151774922711,24,31,30.79,0.9999996752193325,6,0,2.0,24,164
30,'C1487982242','2','F','M1352454843','es_hotelservices',60.72,0,4.12260802749496,24,26,22.165,2.739452858356482,5,1,,24,77
30,'C155920620','2','M','M348934600','es_transportation',8.68,0,2.270061901288486,24,29,20.74,0.4185147451712897,2,0,2.0,24,165
30,'C1404589205','2','M','M1823072687','es_transportation',33.01,0,3.526654599019104,24,27,33.17,0.9951760641615722,7,0,2.0,24,164
30,'C1538971214','2','F','M348934600','es_transportation',42.45,0,3.771610851711401,9,9,17.69,2.399659468818842,5,0,1.0,24,164
30,'C1240209240','1','F','M348934600','es_transportation',55.55,0,4.03512520256213,24,28,24.26,2.289776467528249,3,0,1.0,24,164
30,'C1320820565','2','F','M348934600','es_transportation',26.78,0,3.324316337326198,24,27,20.95,1.278281012753693,3,0,1.0,24,164
30,'C1246760376','3','M','M1823072687','es_transportation',45.92,0,3.848444023785275,14,14,37.38500000000001,1.228299791814955,7,0,1.0,24,164
30,'C187473376','2','F','M17379832','es_sportsandtoys',108.67,0,4.697475856772117,23,23,32.1,3.385357200823301,5,1,,24,38
30,'C1282628311','2','F','M348934600','es_transportation',9.04,0,2.306577114263583,5,5,63.58,0.1421830540762733,5,1,,24,164
30,'C1209838312','2','M','M85975013','es_food',5.24,0,1.830980182381336,24,29,25.6,0.2046874200439766,2,1,,24,162
30,'C1112424232','3','F','M348934600','es_transportation',13.55,0,2.677590993617502,8,8,14.865,0.911536554634003,3,0,2.0,24,165
30,'C200511130','2','M','M1823072687','es_transportation',21.7,0,3.122364924487357,24,25,20.42,1.062683123073887,4,0,2.0,24,164
30,'C2029028090','4','M','M1649169323','es_sportsandtoys',125.39,0,4.839372364659035,24,28,21.145,5.930004289428097,3,0,14.0,24,161
30,'C2132909556','2','M','M1823072687','es_transportation',49.32,0,3.918402612392185,24,29,27.25,1.809907592694461,2,0,1.0,24,164
30,'C371570992','6','M','M348934600','es_transportation',74.43,0,4.323205073865539,24,30,21.49,3.463469770372373,5,0,1.0,24,165
30,'C2013871968','4','F','M348934600','es_transportation',7.34,0,2.121063216370656,24,29,29.9,0.2454848677308135,1,0,1.0,24,165
30,'C407368472','3','M','M348934600','es_transportation',20.37,0,3.061988069331056,24,28,21.575,0.9441478822026038,2,0,1.0,24,165
30,'C1980127627','2','F','M480139044','es_health',97.74,0,4.592490132830717,2,2,92.78,1.05345968382629,2,1,,24,149
30,'C1385780363','4','F','M1823072687','es_transportation',41.7,0,3.754198920234579,24,25,33.01,1.263253176839389,6,0,1.0,24,164
30,'C1207877529','3','M','M1823072687','es_transportation',11.15,0,2.497329169786557,24,29,29.06,0.3836887874436382,3,0,1.0,24,164
30,'C775363285','2','F','M348934600','es_transportation',17.03,0,2.892037037215226,24,29,28.92,0.588865633172326,3,0,1.0,24,165
30,'C2029028090','4','M','M1788569036','es_sportsandtoys',75.12,0,4.332311042427949,24,29,21.59,3.479386994262625,4,1,,14,14
30,'C1433843082','4','F','M1823072687','es_transportation',40.96,0,3.736716783528097,24,30,23.81,1.720284871782918,2,0,1.0,24,164
30,'C1050807234','6','F','M348934600','es_transportation',34.26,0,3.562749176969724,24,25,24.13,1.419808777534696,3,0,2.0,24,166
30,'C2092526272','6','F','M348934600','es_transportation',38.43,0,3.674526947889536,24,29,22.9,1.678165206041395,4,0,1.0,24,166
30,'C1723242462','5','M','M1823072687','es_transportation',13.81,0,2.695302628279707,24,30,22.695,0.6085038076652093,2,0,1.0,24,164
30,'C944367934','4','F','M348934600','es_transportation',8.77,0,2.279316466054691,24,29,25.48,0.3441913876799891,2,0,1.0,24,166
30,'C259132706','6','F','M1823072687','es_transportation',35.46,0,3.596215769250517,24,31,35.46,0.9999997179921832,6,0,2.0,24,164
30,'C506003529','5','F','M1823072687','es_transportation',30.98,0,3.465110707405808,24,29,25.66,1.207326107823029,6,0,1.0,24,163
30,'C2134625729','2','F','M348934600','es_transportation',43.82,0,3.802654468372781,24,26,26.35,1.662997471348208,2,0,1.0,24,166
30,'C1196579721','2','F','M348934600','es_transportation',7.64,0,2.156402582815964,21,21,28.99,0.2635390605246428,3,0,2.0,24,166
30,'C1078596280','6','F','M1823072687','es_transportation',40.92,0,3.735763040012787,24,30,31.155,1.31343241424092,2,0,2.0,24,163
30,'C712367267','5','F','M1823072687','es_transportation',6.39,0,2.000127734960111,24,32,20.025,0.3191009642442126,5,0,2.0,24,163
30,'C1808964355','1','F','M348934600','es_transportation',6.35,0,1.994700313224745,24,27,23.16,0.2741795016496107,1,0,1.0,24,166
30,'C389387421','6','F','M1823072687','es_transportation',1.06,0,0.7227059828014898,24,30,24.935,0.04251051032263473,2,0,2.0,24,163
30,'C2054744914','4','F','M151143676','es_barsandrestaurants',8.28,0,2.227861546798109,24,33,31.02,0.2669244787477502,7,1,,24,164
30,'C911078435','2','F','M348934600','es_transportation',49.22,0,3.916413353729439,24,27,26.01,1.892348368954875,3,0,1.0,24,166
30,'C1354206365','2','M','M348934600','es_transportation',35.74,0,3.60386607978698,24,27,32.67,1.093969668206407,2,0,1.0,24,166
30,'C39890933','5','M','M1823072687','es_transportation',6.99,0,2.078190759778183,24,29,27.4,0.2551093959454759,3,0,1.0,24,163
30,'C1996249538','2','M','M1823072687','es_transportation',41.3,0,3.744787086052232,24,28,22.905,1.803098972670171,3,0,1.0,24,164
30,'C862785719','3','F','M348934600','es_transportation',27.35,0,3.344627030173761,24,31,27.35,0.9999996343694207,2,0,1.0,24,166
30,'C892313955','3','M','M348934600','es_transportation',39.1,0,3.691376334312523,13,13,24.6,1.589430248199086,3,0,2.0,24,166
30,'C1073155388','2','M','M1823072687','es_transportation',46.14,0,3.853121897507985,24,29,31.26,1.476007205371975,3,0,1.0,24,164
30,'C775533998','2','F','M348934600','es_transportation',53.28,0,3.994155834966668,24,28,28.81,1.849357219938487,5,0,1.0,24,166
30,'C2079384186','2','F','M348934600','es_transportation',60.68,0,4.121959729255074,7,7,60.68,0.9999998352010818,5,0,4.0,24,166
30,'C1802714004','2','M','M348934600','es_transportation',6.07,0,1.955860479908481,17,17,31.44,0.1930660963530228,4,0,1.0,24,166
30,'C479535332','5','F','M1823072687','es_transportation',5.13,0,1.81319474994812,24,30,23.4,0.2192306755424464,5,0,1.0,24,164
30,'C116665031','2','F','M348934600','es_transportation',14.42,0,2.735665368135183,24,28,21.575,0.6683658547551078,2,0,1.0,24,166
30,'C1171622243','5','M','M348934600','es_transportation',49.53,0,3.922567219303817,24,28,25.89,1.913093119701383,3,0,3.0,24,166
30,'C1490416909','2','F','M348934600','es_transportation',22.57,0,3.15997471694804,24,29,23.09,0.9774790049896037,5,0,1.0,24,166
30,'C1562991705','5','F','M1823072687','es_transportation',13.81,0,2.695302628279707,24,30,27.745,0.4977471624627276,5,0,1.0,24,164
30,'C1342037956','5','F','M348934600','es_transportation',1.49,0,0.9122827104766162,24,26,16.945,0.08793149133579738,2,0,1.0,24,166
30,'C430171917','2','M','M348934600','es_transportation',11.43,0,2.52011290552262,23,23,20.68,0.5527076631007432,1,0,1.0,24,166
30,'C585317135','3','M','M1823072687','es_transportation',57.14,0,4.06285389513073,24,28,26.595,2.148523350809043,5,0,2.0,24,164
30,'C281474709','5','F','M348934600','es_transportation',7.61,0,2.152924318439639,24,30,23.7,0.3210969109295735,3,0,1.0,24,166
30,'C402758720','3','F','M348934600','es_transportation',14.27,0,2.725890119230541,24,27,25.41,0.5615897042149924,3,0,1.0,24,166
30,'C1153569753','4','F','M348934600','es_transportation',44.23,0,3.811760583489752,24,30,22.06,2.004985491847012,3,0,1.0,24,166
30,'C56690195','2','M','M1823072687','es_transportation',18.34,0,2.962175490025148,24,30,25.66,0.7147308204478486,3,0,1.0,24,163
30,'C781096653','4','F','M1823072687','es_transportation',35.72,0,3.60332156575229,22,22,26.99,1.323452640439926,5,0,1.0,24,163
30,'C448612141','3','M','M1946091778','es_wellnessandbeauty',78.66,0,4.377767577753498,24,30,25.235,3.117098031663154,5,0,9.0,24,164
30,'C2068909690','2','F','M348934600','es_transportation',30.59,0,3.452840614813994,21,21,17.89,1.709892839635081,3,0,1.0,24,166
30,'C862633345','4','F','M1823072687','es_transportation',12.38,0,2.593761054700082,24,31,26.85,0.4610799027635372,5,0,2.0,24,163
30,'C809674942','2','M','M1823072687','es_transportation',26.06,0,3.298056622742642,24,28,25.975,1.003271991040619,1,0,1.0,24,163
30,'C535324444','2','M','M348934600','es_transportation',27.88,0,3.363149314024625,8,8,27.095,1.028971755315831,4,0,1.0,24,166
30,'C1809615650','4','M','M348934600','es_transportation',18.96,0,2.993730270883318,24,26,29.525,0.642167437030504,3,0,1.0,24,166
30,'C1528848756','2','M','M348934600','es_transportation',41.43,0,3.747855659214233,24,26,29.505,1.404168309043108,1,0,1.0,24,166
30,'C1039748502','2','F','M348934600','es_transportation',23.01,0,3.178470410233162,24,26,32.44,0.7093092757986204,2,0,1.0,24,166
30,'C2075935351','U','E','M348934600','es_transportation',67.6,0,4.22829253473184,24,28,26.15,2.58508505350476,5,0,1.0,24,166
30,'C1681976106','1','M','M348934600','es_transportation',22.93,0,3.175132901920282,24,26,25.105,0.9133635079213273,3,0,1.0,24,166
30,'C16680464','2','M','M1823072687','es_transportation',52.78,0,3.984901650840718,24,32,23.985,2.200541087954518,5,0,1.0,24,163
30,'C1155962240','2','F','M1823072687','es_transportation',56.77,0,4.056469609793174,24,32,24.795,2.289573587588793,5,0,1.0,24,162
30,'C1698214137','5','F','M1823072687','es_transportation',16.15,0,2.841998173611949,24,28,28.505,0.5665670701396,2,0,1.0,24,162
30,'C991774315','3','F','M348934600','es_transportation',13.76,0,2.691920819172327,24,30,22.075,0.6233292759550279,5,0,1.0,24,166
